topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990407.0101,681,"``It's time to put children and their safety first in vehicle design,'' Hall said.","753, 763","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,1767,Representatives of the three other companies singled out by Hall did not return phone calls seeking comment Monday.,"1786, 1831","2503, 2540",the three other companies singled out by Hall,"Hall said BMW, Honda, Nissan and Saab",0,0.64790183
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2385, 2395","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2503, 2540","2503, 2540","Hall said BMW, Honda, Nissan and Saab","Hall said BMW, Honda, Nissan and Saab",0,0.71992093
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.","2740, 2750","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2958,"''However, not one state currently has a comprehensive child passenger protection law with all of these requirements,'' Hall said.","3078, 3088","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2518, 2550;2560, 2583","2518, 2550;2560, 2583","Honda, Nissan and Saab are still...what sort of commitment","Honda, Nissan and Saab are still...what sort of commitment",0,0.71225226
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2518, 2540;2545, 2583","2518, 2550;2560, 2583","Honda, Nissan and Saab...still deciding what sort of commitment","Honda, Nissan and Saab are still...what sort of commitment",0,0.70129555
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2518, 2550;2560, 2583","2518, 2540;2545, 2583","Honda, Nissan and Saab are still...what sort of commitment","Honda, Nissan and Saab...still deciding what sort of commitment",0,0.68611246
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2518, 2540;2545, 2583","2518, 2540;2545, 2583","Honda, Nissan and Saab...still deciding what sort of commitment","Honda, Nissan and Saab...still deciding what sort of commitment",0,0.7087508
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.","2573, 2599","2573, 2599",commitment they will make.,commitment they will make.,0,0.63072926
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,"2368, 2432","2692, 2738",So far the federal government is not weighing in with much money,they haven't committed any money to the effort,0,0.52392006
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.","2692, 2738","2692, 2738",they haven't committed any money to the effort,they haven't committed any money to the effort,0,0.7209217
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990603.0019,2984,"General Motors Corp. also is considering some type of permanent fitting stations in its dealerships, spokesman Greg Martin said.","2984, 3004;3010, 3083","2652, 2686",General Motors Corp....is considering some type of permanent fitting stations in its dealerships,dealers to set up fitting stations,0,0.58053714
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990603.0163,2287,"General Motors Corp. also is considering some type of permanent fitting stations in its dealerships, spokesman Greg Martin said.","2287, 2307;2313, 2386","2652, 2686",General Motors Corp....is considering some type of permanent fitting stations in its dealerships,dealers to set up fitting stations,0,0.58053714
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1347, 1452","2652, 2686","DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento",dealers to set up fitting stations,0,0.51369846
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.","2652, 2686","2652, 2686",dealers to set up fitting stations,dealers to set up fitting stations,0,0.66929954
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990113.0033,415,"Most parents do not know a child seat is improperly installed until after their child is killed or injured in a crash, Hall said.","534, 544","2740, 2750",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.",APW19990113.0033,807,"Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' Hall said.","1030, 1040","2740, 2750",Hall said.,Hall said.,0,0.6742234
